stop_id,hour,demand_proxy
SYN052,22,5.89
SYN052,23,4.8
SYN053,0,4.8
SYN053,1,5.89
SYN053,2,6.96
SYN053,3,7.99
SYN053,4,8.96
SYN053,5,9.85
SYN053,6,10.65
SYN053,7,11.34
SYN053,8,11.9
SYN053,9,12.34
SYN053,10,12.63
SYN053,11,12.78
SYN053,12,12.78
SYN053,13,12.63
SYN053,14,12.34
SYN053,15,11.9
SYN053,16,11.34
SYN053,17,10.65
SYN053,18,9.85
SYN053,19,8.96
SYN053,20,7.99
SYN053,21,6.96
SYN053,22,5.89
SYN053,23,4.8
SYN054,0,4.8
SYN054,1,5.89
SYN054,2,6.96
SYN054,3,7.99
SYN054,4,8.96
SYN054,5,9.85
SYN054,6,10.65
SYN054,7,11.34
SYN054,8,11.9
SYN054,9,12.34
SYN054,10,12.63
SYN054,11,12.78
SYN054,12,12.78
SYN054,13,12.63
SYN054,14,12.34
SYN054,15,11.9
SYN054,16,11.34
SYN054,17,10.65
SYN054,18,9.85
SYN054,19,8.96
SYN054,20,7.99
SYN054,21,6.96
SYN054,22,5.89
SYN054,23,4.8
SYN055,0,4.8
SYN055,1,5.89
SYN055,2,6.96
SYN055,3,7.99
SYN055,4,8.96
SYN055,5,9.85
SYN055,6,10.65
SYN055,7,11.34
SYN055,8,11.9
SYN055,9,12.34
SYN055,10,12.63
SYN055,11,12.78
SYN055,12,12.78
SYN055,13,12.63
SYN055,14,12.34
SYN055,15,11.9
SYN055,16,11.34
SYN055,17,10.65
SYN055,18,9.85
SYN055,19,8.96
SYN055,20,7.99
SYN055,21,6.96
SYN055,22,5.89
SYN055,23,4.8
SYN056,0,4.8
SYN056,1,5.89
SYN056,2,6.96
SYN056,3,7.99
SYN056,4,8.96
SYN056,5,9.85
SYN056,6,10.65
SYN056,7,11.34
SYN056,8,11.9
SYN056,9,12.34
SYN056,10,12.63
SYN056,11,12.78
SYN056,12,12.78
SYN056,13,12.63
SYN056,14,12.34
SYN056,15,11.9
SYN056,16,11.34
SYN056,17,10.65
SYN056,18,9.85
SYN056,19,8.96
SYN056,20,7.99
SYN056,21,6.96
SYN056,22,5.89
SYN056,23,4.8
SYN057,0,4.8
SYN057,1,5.89
SYN057,2,6.96
SYN057,3,7.99
SYN057,4,8.96
SYN057,5,9.85
SYN057,6,10.65
SYN057,7,11.34
SYN057,8,11.9
SYN057,9,12.34
SYN057,10,12.63
SYN057,11,12.78
SYN057,12,12.78
SYN057,13,12.63
SYN057,14,12.34
SYN057,15,11.9
SYN057,16,11.34
SYN057,17,10.65
SYN057,18,9.85
SYN057,19,8.96
SYN057,20,7.99
SYN057,21,6.96
SYN057,22,5.89
SYN057,23,4.8
SYN058,0,1.4
SYN058,1,1.4
SYN058,2,1.4
SYN058,3,1.4
SYN058,4,1.4
SYN058,5,1.4
SYN058,6,1.4
SYN058,7,9.8
SYN058,8,9.8
SYN058,9,9.8
SYN058,10,4.2
SYN058,11,4.2
SYN058,12,4.2
SYN058,13,4.2
SYN058,14,9.1
SYN058,15,9.1
SYN058,16,9.1
SYN058,17,1.4
SYN058,18,1.4
SYN058,19,1.4
SYN058,20,1.4
SYN058,21,1.4
SYN058,22,1.4
SYN058,23,1.4
SYN059,0,1.2
SYN059,1,1.2
SYN059,2,1.2
SYN059,3,1.2
SYN059,4,1.2
SYN059,5,1.2
SYN059,6,1.2
SYN059,7,8.4
SYN059,8,8.4
SYN059,9,8.4
SYN059,10,3.6
SYN059,11,3.6
SYN059,12,3.6
SYN059,13,3.6
SYN059,14,7.8
SYN059,15,7.8
SYN059,16,7.8
SYN059,17,1.2
SYN059,18,1.2
SYN059,19,1.2
SYN059,20,1.2
SYN059,21,1.2
SYN059,22,1.2
SYN059,23,1.2
SYN060,0,1.4
SYN060,1,1.4
SYN060,2,1.4
SYN060,3,1.4
SYN060,4,1.4
SYN060,5,1.4
SYN060,6,1.4
SYN060,7,9.8
SYN060,8,9.8
SYN060,9,9.8
SYN060,10,4.2
SYN060,11,4.2
SYN060,12,4.2
SYN060,13,4.2
SYN060,14,9.1
SYN060,15,9.1
SYN060,16,9.1
SYN060,17,1.4
SYN060,18,1.4
SYN060,19,1.4
SYN060,20,1.4
SYN060,21,1.4
SYN060,22,1.4
SYN060,23,1.4
SYN061,0,4.8
SYN061,1,5.89
SYN061,2,6.96
SYN061,3,7.99
SYN061,4,8.96
SYN061,5,9.85
SYN061,6,10.65
SYN061,7,11.34
SYN061,8,11.9
SYN061,9,12.34
SYN061,10,12.63
SYN061,11,12.78
SYN061,12,12.78
SYN061,13,12.63
SYN061,14,12.34
SYN061,15,11.9
SYN061,16,11.34
SYN061,17,10.65
SYN061,18,9.85
SYN061,19,8.96
SYN061,20,7.99
SYN061,21,6.96
SYN061,22,5.89
SYN061,23,4.8
SYN062,0,10.8
SYN062,1,13.23
SYN062,2,15.48
SYN062,3,17.38
SYN062,4,18.79
SYN062,5,19.61
SYN062,6,19.78
SYN062,7,19.28
SYN062,8,18.15
SYN062,9,16.48
SYN062,10,14.39
SYN062,11,12.03
SYN062,12,9.57
SYN062,13,7.21
SYN062,14,5.12
SYN062,15,3.6
SYN062,16,3.6
SYN062,17,3.6
SYN062,18,3.6
SYN062,19,3.6
SYN062,20,4.22
SYN062,21,6.12
SYN062,22,8.37
SYN062,23,10.8
SYN063,0,4.8
SYN063,1,5.89
SYN063,2,6.96
SYN063,3,7.99
SYN063,4,8.96
SYN063,5,9.85
SYN063,6,10.65
SYN063,7,11.34
SYN063,8,11.9
SYN063,9,12.34
SYN063,10,12.63
SYN063,11,12.78
SYN063,12,12.78
SYN063,13,12.63
SYN063,14,12.34
SYN063,15,11.9
SYN063,16,11.34
SYN063,17,10.65
SYN063,18,9.85
SYN063,19,8.96
SYN063,20,7.99
SYN063,21,6.96
SYN063,22,5.89
SYN063,23,4.8
SYN064,0,1.4
SYN064,1,1.4
SYN064,2,1.4
SYN064,3,1.4
SYN064,4,1.4
SYN064,5,1.4
SYN064,6,1.4
SYN064,7,9.8
SYN064,8,9.8
SYN064,9,9.8
SYN064,10,4.2
SYN064,11,4.2
SYN064,12,4.2
SYN064,13,4.2
SYN064,14,9.1
SYN064,15,9.1
SYN064,16,9.1
SYN064,17,1.4
SYN064,18,1.4
SYN064,19,1.4
SYN064,20,1.4
SYN064,21,1.4
SYN064,22,1.4
SYN064,23,1.4
SYN065,0,1.2
SYN065,1,1.2
SYN065,2,1.2
SYN065,3,1.2
SYN065,4,1.2
SYN065,5,1.2
SYN065,6,1.2
SYN065,7,8.4
SYN065,8,8.4
SYN065,9,8.4
SYN065,10,3.6
SYN065,11,3.6
SYN065,12,3.6
SYN065,13,3.6
SYN065,14,7.8
SYN065,15,7.8
SYN065,16,7.8
SYN065,17,1.2
SYN065,18,1.2
SYN065,19,1.2
SYN065,20,1.2
SYN065,21,1.2
SYN065,22,1.2
SYN065,23,1.2
SYN066,0,1.2
SYN066,1,1.2
SYN066,2,1.2
SYN066,3,1.2
SYN066,4,1.2
SYN066,5,1.2
SYN066,6,1.2
SYN066,7,8.4
SYN066,8,8.4
SYN066,9,8.4
SYN066,10,3.6
SYN066,11,3.6
SYN066,12,3.6
SYN066,13,3.6
SYN066,14,7.8
SYN066,15,7.8
SYN066,16,7.8
SYN066,17,1.2
SYN066,18,1.2
SYN066,19,1.2
SYN066,20,1.2
SYN066,21,1.2
SYN066,22,1.2
SYN066,23,1.2
SYN067,0,4.8
SYN067,1,5.89
SYN067,2,6.96
SYN067,3,7.99
SYN067,4,8.96
SYN067,5,9.85
SYN067,6,10.65
SYN067,7,11.34
SYN067,8,11.9
SYN067,9,12.34
SYN067,10,12.63
SYN067,11,12.78
SYN067,12,12.78
SYN067,13,12.63
SYN067,14,12.34
SYN067,15,11.9
SYN067,16,11.34
SYN067,17,10.65
SYN067,18,9.85
SYN067,19,8.96
SYN067,20,7.99
SYN067,21,6.96
SYN067,22,5.89
SYN067,23,4.8
SYN068,0,1.0
SYN068,1,1.0
SYN068,2,1.0
SYN068,3,1.0
SYN068,4,1.0
SYN068,5,1.0
SYN068,6,1.0
SYN068,7,1.0
SYN068,8,1.0
SYN068,9,1.0
SYN068,10,1.0
SYN068,11,4.0
SYN068,12,4.0
SYN068,13,4.0
SYN068,14,1.0
SYN068,15,1.0
SYN068,16,1.0
SYN068,17,7.5
SYN068,18,7.5
SYN068,19,7.5
SYN068,20,7.5
SYN068,21,1.0
SYN068,22,1.0
SYN068,23,1.0
SYN069,0,1.0
SYN069,1,1.0
SYN069,2,1.0
SYN069,3,1.0
SYN069,4,1.0
SYN069,5,1.0
SYN069,6,1.0
SYN069,7,1.0
SYN069,8,1.0
SYN069,9,1.0
SYN069,10,1.0
SYN069,11,4.0
SYN069,12,4.0
SYN069,13,4.0
SYN069,14,1.0
SYN069,15,1.0
SYN069,16,1.0
SYN069,17,7.5
SYN069,18,7.5
SYN069,19,7.5
SYN069,20,7.5
SYN069,21,1.0
SYN069,22,1.0
SYN069,23,1.0
SYN070,0,1.0
SYN070,1,1.0
SYN070,2,1.0
SYN070,3,1.0
SYN070,4,1.0
SYN070,5,1.0
SYN070,6,1.0
SYN070,7,1.0
SYN070,8,1.0
SYN070,9,1.0
SYN070,10,1.0
SYN070,11,4.0
SYN070,12,4.0
SYN070,13,4.0
SYN070,14,1.0
SYN070,15,1.0
SYN070,16,1.0
SYN070,17,7.5
SYN070,18,7.5
SYN070,19,7.5
SYN070,20,7.5
SYN070,21,1.0
SYN070,22,1.0
SYN070,23,1.0
SYN071,0,4.8
SYN071,1,5.89
SYN071,2,6.96
SYN071,3,7.99
SYN071,4,8.96
SYN071,5,9.85
SYN071,6,10.65
SYN071,7,11.34
SYN071,8,11.9
SYN071,9,12.34
SYN071,10,12.63
SYN071,11,12.78
SYN071,12,12.78
SYN071,13,12.63
SYN071,14,12.34
SYN071,15,11.9
SYN071,16,11.34
SYN071,17,10.65
SYN071,18,9.85
SYN071,19,8.96
SYN071,20,7.99
SYN071,21,6.96
SYN071,22,5.89
SYN071,23,4.8
SYN072,0,0.8
SYN072,1,0.8
SYN072,2,0.8
SYN072,3,0.8
SYN072,4,0.8
SYN072,5,0.8
SYN072,6,0.8
SYN072,7,0.8
SYN072,8,0.8
SYN072,9,0.8
SYN072,10,0.8
SYN072,11,3.2
SYN072,12,3.2
SYN072,13,3.2
SYN072,14,0.8
SYN072,15,0.8
SYN072,16,0.8
SYN072,17,6.0
SYN072,18,6.0
SYN072,19,6.0
SYN072,20,6.0
SYN072,21,0.8
SYN072,22,0.8
SYN072,23,0.8
